6707, 0.00, 0.00, 0.00, 0.00, 0.00  |  0.00, 0.00, 0.00, 0.00, 0.00
Kp = 3E-7
Ki = 1E-11
Setting left:  30
2700.00
26291, 1670.79, 2700.00, 1029.21, 80368424.00, 24.11  |  579.32, 0.00, 0.00, 0.00, 0.00
26394, 1821.63, 2700.00, 878.37, 80885920.00, 24.26  |  579.32, 0.00, 0.00, 0.00, 0.00
26497, 1931.25, 2700.00, 768.75, 81262200.00, 24.38  |  585.78, 0.00, 0.00, 0.00, 0.00
26600, 2383.45, 2700.00, 316.55, 81505432.00, 24.45  |  633.71, 0.00, 0.00, 0.00, 0.00
26703, 2279.57, 2700.00, 420.43, 81696192.00, 24.51  |  633.71, 0.00, 0.00, 0.00, 0.00
26806, 2294.42, 2700.00, 405.58, 81905960.00, 24.57  |  731.91, 0.00, 0.00, 0.00, 0.00
26909, 2401.31, 2700.00, 298.69, 82029448.00, 24.61  |  773.08, 0.00, 0.00, 0.00, 0.00
27012, 2687.02, 2700.00, 12.98, 82043016.00, 24.61  |  780.18, 0.00, 0.00, 0.00, 0.00
27115, 2900.91, 2700.00, -200.91, 81960024.00, 24.58  |  850.83, 0.00, 0.00, 0.00, 0.00
27218, 3110.61, 2700.00, -410.61, 81763088.00, 24.52  |  1081.64, 0.00, 0.00, 0.00, 0.00
27321, 2786.45, 2700.00, -86.45, 81591552.00, 24.47  |  1081.64, 0.00, 0.00, 0.00, 0.00
27424, 2743.03, 2700.00, -43.03, 81417664.00, 24.42  |  825.98, 0.00, 0.00, 0.00, 0.00
27527, 2925.69, 2700.00, -225.69, 81236800.00, 24.37  |  1159.12, 0.00, 0.00, 0.00, 0.00
27630, 2703.58, 2700.00, -3.58, 81018080.00, 24.30  |  1159.12, 0.00, 0.00, 0.00, 0.00
27734, 2917.83, 2700.00, -217.83, 80899736.00, 24.26  |  871.96, 0.00, 0.00, 0.00, 0.00
Setting left:  0
0.00
27837, 3105.98, 0.00, -3105.98, 80117568.00, 24.03  |  1092.13, 0.00, 0.00, 0.00, 0.00
27940, 3637.42, 0.00, -3637.42, 78576840.00, 23.57  |  964.21, 0.00, 0.00, 0.00, 0.00
28043, 3377.01, 0.00, -3377.01, 77060880.00, 23.11  |  1036.66, 0.00, 0.00, 0.00, 0.00
28146, 2925.00, 0.00, -2925.00, 75604704.00, 22.68  |  974.20, 0.00, 0.00, 0.00, 0.00
28249, 3032.88, 0.00, -3032.88, 74260144.00, 22.27  |  935.24, 0.00, 0.00, 0.00, 0.00
28352, 3157.76, 0.00, -3157.76, 72831872.00, 21.84  |  970.04, 0.00, 0.00, 0.00, 0.00
